R1,R2,QT,CT,GT,STDT,SEGT,MEM,STD,NSTD,STDSEG,NOTSTDSEG,PTQTDALL,PTQTDEPR
593,500,2081597126,9311434,7702,58096,312969,230829200,3,4,2,5,5461,604
530,502,2201362018,23369620,35178,187700,764669,243340328,5,25,23,24,6070,796
628,505,2022715967,160349983,83048,532824,6106292,305855672,42,19,14,17,12553,3865
558,530,2031500871,201287240,145425,770688,11997031,380876216,40,60,49,60,12724,3906
597,530,2002351135,97588715,27219,513131,3083834,424639752,13,19,33,30,7224,3817
597,533,2109556906,198659113,92132,881168,13008797,181263440,40,35,17,36,12254,5202
595,562,2072507921,200972713,103230,614489,3478366,256324376,56,20,21,20,11840,2921
646,611,1989431301,29056594,14130,162623,412188,275089320,12,7,8,4,10874,1164
652,621,2152246217,16891412,39281,149108,1097326,281343496,19,25,5,23,5679,941
651,646,2022056269,18818686,9320,126980,162491,293854704,10,2,1,1,9066,744
680,647,2105577216,13972610,11409,130461,472657,300117280,8,7,3,7,6653,735
682,650,2108447361,74975495,79455,385132,3243654,325136000,24,27,22,27,13804,1550
681,652,2127676586,63222519,119203,360536,2426923,356412192,30,60,49,51,8526,1663
505,295,2106576683,580198481,107100,1286180,3480466,235904016,66,11,15,13,18647,6802
350,320,2021627128,21078609,4997,16062,23929,248571544,1,1,1,2,12251,66
596,325,2149987896,73773245,17189,193431,798959,267563952,9,10,12,12,8443,2578
531,356,2150511408,250052268,49465,1150575,799462,362509072,45,2,4,2,11671,5767
